folder,id,display_name,description,type,units,domain,labels,calculation,commonly_used,forms
Sleep Questionnaires/Hypersomnia/Epworth Sleepiness Scale (ESS),lyngdwn5,Epworth Sleepiness Scale: Chance of dozing while lying down in the afternoon when circumstances permit,"Item from the Epworth Sleepiness Scale [Johns MW 1991 (PubMed ID: 1798888)](https://www.ncbi.nlm.nih.gov/pubmed/1798888) <br><br> Original question: *What is the chance that you would doze off or fall asleep (or just ""feel tired"") in each of the following situations? 12e. Lying down to rest in the afternoon when circumstances permit* <br><br> [Search for all ESS variables within this dataset](https://sleepdata.org/datasets/mesa/variables?search=epworth)",choices,"",dozingchance,subjective_sleepiness;epworth;ess_5lyingdown,"","",mesa_sleep_questionnaire
Sleep Questionnaires/Hypersomnia/Epworth Sleepiness Scale (ESS),quietly5,Epworth Sleepiness Scale: Chance of dozing while sitting quietly after lunch without alcohol,"Item from the Epworth Sleepiness Scale [Johns MW 1991 (PubMed ID: 1798888)](https://www.ncbi.nlm.nih.gov/pubmed/1798888) <br><br> Original question: *What is the chance that you would doze off or fall asleep (or just ""feel tired"") in each of the following situations? 12g. Sitting quietly after lunch without alcohol* <br><br> [Search for all ESS variables within this dataset](https://sleepdata.org/datasets/mesa/variables?search=epworth)",choices,"",dozingchance,subjective_sleepiness;epworth;ess_7afterlunch,"","",mesa_sleep_questionnaire
Sleep Questionnaires/Hypersomnia/Epworth Sleepiness Scale (ESS),readng5,Epworth Sleepiness Scale: Chance of dozing while sitting and reading,"Item from the Epworth Sleepiness Scale [Johns MW 1991 (PubMed ID: 1798888)](https://www.ncbi.nlm.nih.gov/pubmed/1798888) <br><br> Original question: *What is the chance that you would doze off or fall asleep (or just ""feel tired"") in each of the following situations? 12a. Sitting and reading* <br><br> [Search for all ESS variables within this dataset](https://sleepdata.org/datasets/mesa/variables?search=epworth)",choices,"",dozingchance,subjective_sleepiness;epworth;ess_1sitread,"","",mesa_sleep_questionnaire
Sleep Questionnaires/Hypersomnia/Epworth Sleepiness Scale (ESS),riding5,Epworth Sleepiness Scale: Chance of dozing as a passenger in a car for an hour without a break,"Item from the Epworth Sleepiness Scale [Johns MW 1991 (PubMed ID: 1798888)](https://www.ncbi.nlm.nih.gov/pubmed/1798888) <br><br> Original question: *What is the chance that you would doze off or fall asleep (or just ""feel tired"") in each of the following situations? 12d. Riding as a passenger in a car for an hour without a break* <br><br> [Search for all ESS variables within this dataset](https://sleepdata.org/datasets/mesa/variables?search=epworth)",choices,"",dozingchance,subjective_sleepiness;epworth;ess_4passenger,"","",mesa_sleep_questionnaire
Sleep Questionnaires/Hypersomnia/Epworth Sleepiness Scale (ESS),sittng5,"Epworth Sleepiness Scale: Chance of dozing while sitting, inactive in a public place","Item from the Epworth Sleepiness Scale [Johns MW 1991 (PubMed ID: 1798888)](https://www.ncbi.nlm.nih.gov/pubmed/1798888) <br><br> Original question: *What is the chance that you would doze off or fall asleep (or just ""feel tired"") in each of the following situations? 12c. Sitting inactive in a public place (such as a theater or a meeting)* <br><br> [Search for all ESS variables within this dataset](https://sleepdata.org/datasets/mesa/variables?search=epworth)",choices,"",dozingchance,subjective_sleepiness;epworth;ess_3sitinactive,"","",mesa_sleep_questionnaire
Sleep Questionnaires/Hypersomnia/Epworth Sleepiness Scale (ESS),talkng5,Epworth Sleepiness Scale: Chance of dozing while sitting and talking to someone,"Item from the Epworth Sleepiness Scale [Johns MW 1991 (PubMed ID: 1798888)](https://www.ncbi.nlm.nih.gov/pubmed/1798888) <br><br> Original question: *What is the chance that you would doze off or fall asleep (or just ""feel tired"") in each of the following situations? 12f. Sitting and talking to someone* <br><br> [Search for all ESS variables within this dataset](https://sleepdata.org/datasets/mesa/variables?search=epworth)",choices,"",dozingchance,subjective_sleepiness;epworth;ess_6sittalk,"","",mesa_sleep_questionnaire
Sleep Questionnaires/Hypersomnia/Epworth Sleepiness Scale (ESS),tv5,Epworth Sleepiness Scale: Chance of dozing while watching TV,"Item from the Epworth Sleepiness Scale [Johns MW 1991 (PubMed ID: 1798888)](https://www.ncbi.nlm.nih.gov/pubmed/1798888) <br><br> Original question: *What is the chance that you would doze off or fall asleep (or just ""feel tired"") in each of the following situations? 12b. Watching TV* <br><br> [Search for all ESS variables within this dataset](https://sleepdata.org/datasets/mesa/variables?search=epworth)",choices,"",dozingchance,subjective_sleepiness;epworth;ess_2watchingtv,"","",mesa_sleep_questionnaire
Sleep Questionnaires/Hypersomnia,dinner5,Chance of dozing while at dinner table,"Original question: *What is the chance that you would doze off or fall asleep (or just ""feel tired"") in each of the following situations? 12i. At the dinner table*",choices,"",dozingchance,ess_diner;subjective_sleepiness,"","",mesa_sleep_questionnaire
Sleep Questionnaires/Hypersomnia,driving5,Chance of dozing while driving,"Original question: *What is the chance that you would doze off or fall asleep (or just ""feel tired"") in each of the following situations? 12j. While driving*",choices,"",dozingchance,ess_driving;subjective_sleepiness,"","",mesa_sleep_questionnaire
Sleep Questionnaires/Hypersomnia,epslpscl5c,Epworth Sleepiness Scale: Total score,Calculated - Total score based on an 8-item questionnaires ranking likelihood of dozing off [Johns MW 1991 (PubMed ID: 1798888)](https://www.ncbi.nlm.nih.gov/pubmed/1798888). Scale 0-3 for individual items; 0 to 24 for overall score. <br><br>[Search for all ESS variables within this dataset](https://sleepdata.org/datasets/mesa/variables?search=epworth),integer,"","",ess_score;subjective_sleepiness;epworth;SleepHealth_alertness,"",true,mesa_sleep_questionnaire
Sleep Questionnaires/Hypersomnia,sleepy5,Frequency of excessive sleepiness during the day in the last 4 weeks,Original question: *The next questions ask about your sleep habits. Please choose one of the answers for each of the following questions. Pick the answer that best describes how often you experienced the situation in the past 4 weeks. 10. Did you feel overly sleepy during the day?* ,choices,"",freq4weeks,subjective_sleepiness;nhanes_15sleepy,"","",mesa_sleep_questionnaire
Sleep Questionnaires/Parasomnia,legsdscmfrt5,Experience desire to move legs because of discomfort or disagreeable sensations in legs,Original question: *15. Do you ever experience a desire to move your legs because of discomfort or disagreeable sensations in your legs?*,choices,"",noyesdk,rls_plms,"","",mesa_sleep_questionnaire
Sleep Questionnaires/Parasomnia,rubbnglgs5,Feel need to move to relieve discomfort by walking or rub legs,"Original question: *15a. Do you sometimes feel the need to move to relieve the discomfort, for example by walking, or by rubbing your legs?*",choices,"",noyesdk,rls_plms,"","",mesa_sleep_questionnaire
Sleep Questionnaires/Parasomnia,wrseltr5,Symptoms worse later in day or night,Original question: *15c. Are these symptoms worse later in the day or at night?*,choices,"",noyesdk,rls_plms,"","",mesa_sleep_questionnaire
Sleep Questionnaires/Parasomnia,wrserest5,Symptoms worse when at rest with temporary relief by activity,"Original question: *15b. Are these symptoms worse when you are at rest, with at least temporary relief by activity?*",choices,"",noyesdk,rls_plms,"","",mesa_sleep_questionnaire
Sleep Questionnaires/Sleep Disordered Breathing,snored5,Frequency of snoring in the past 4 weeks,"Original question: *13. Over the past 4 weeks, how often have you snored?*",choices,"",freq4weeksdk,sdb;nhanes_03snore;SleepHealth_sleep_apnea,"","",mesa_sleep_questionnaire
Sleep Questionnaires/Sleep Disordered Breathing,stpbrthng5,Frequency of breathing-stop during sleep in the past 4 weeks,"Original question: *14. Over the past 4 weeks, how often do you have times when you stop breathing during your sleep?*",choices,"",freq4weeksdk,sdb;nhanes_04stop;SleepHealth_sleep_apnea,"","",mesa_sleep_questionnaire
Sleep Questionnaires/Sleep Disturbance or Insomnia/Women's Health Initiative Insomnia Rating Scale (WHIIRS),bcksleep5,Women's Health Initiative Insomnia Rating Scale: Trouble getting back to sleep after waking too early,Item from the Women's Health Initiative Insomnia Rating Scale. [Levine et al. (2003)](https://psycnet.apa.org/record/2003-06188-004) <br><br> Original question: *The next questions ask about your sleep habits. Please choose one of the answers for each of the following questions. Pick the answer that best describes how often you experienced the situation in the past 4 weeks. 7. Did you have trouble getting back to sleep after you woke up too early?* <br><br> [Search for all WHIIRS variables within this dataset](https://sleepdata.org/datasets/mesa/variables?search=whiirs),choices,"",freq4weeks,insomnia;whiirs;whiirs_4backtosleep;SleepHealth_insomnia,"","",mesa_sleep_questionnaire
Sleep Questionnaires/Sleep Disturbance or Insomnia/Women's Health Initiative Insomnia Rating Scale (WHIIRS),trbleslpng5,Women's Health Initiative Insomnia Rating Scale: Trouble falling asleep,Item from the Women's Health Initiative Insomnia Rating Scale. [Levine et al. (2003)](https://psycnet.apa.org/record/2003-06188-004) <br><br> Original question: *The next questions ask about your sleep habits. Please choose one of the answers for each of the following questions. Pick the answer that best describes how often you experienced the situation in the past 4 weeks. 4. Did you have trouble falling asleep?* <br><br> [Search for all WHIIRS variables within this dataset](https://sleepdata.org/datasets/mesa/variables?search=whiirs),choices,"",freq4weeks,insomnia;whiirs;whiirs_1fallasleep;SleepHealth_insomnia,"","",mesa_sleep_questionnaire
Sleep Questionnaires/Sleep Disturbance or Insomnia/Women's Health Initiative Insomnia Rating Scale (WHIIRS),typicalslp5,Women's Health Initiative Insomnia Rating Scale: Typical night sleep,"Item from the Women's Health Initiative Insomnia Rating Scale. [Levine et al. (2003)](https://psycnet.apa.org/record/2003-06188-004) <br><br> Original question: *11. Overall, was your typical night's sleep during the past 4 weeks:* <br><br> [Search for all WHIIRS variables within this dataset](https://sleepdata.org/datasets/mesa/variables?search=whiirs)",choices,"",typicalsleep,insomnia;whiirs;whiirs_5quality;SleepHealth_satisfaction,"","",mesa_sleep_questionnaire
Sleep Questionnaires/Sleep Disturbance or Insomnia/Women's Health Initiative Insomnia Rating Scale (WHIIRS),wakeearly5,Women's Health Initiative Insomnia Rating Scale: Wake earlier than planned,Item from the Women's Health Initiative Insomnia Rating Scale. [Levine et al. (2003)](https://psycnet.apa.org/record/2003-06188-004) <br><br> Original question: *The next questions ask about your sleep habits. Please choose one of the answers for each of the following questions. Pick the answer that best describes how often you experienced the situation in the past 4 weeks. 6. Did you wake up earlier than you planned to?* <br><br> [Search for all WHIIRS variables within this dataset](https://sleepdata.org/datasets/mesa/variables?search=whiirs),choices,"",freq4weeks,insomnia;whiirs;whiirs_3earlywake,"","",mesa_sleep_questionnaire
Sleep Questionnaires/Sleep Disturbance or Insomnia/Women's Health Initiative Insomnia Rating Scale (WHIIRS),wakeup5,Women's Health Initiative Insomnia Rating Scale: Wake several times at night,Item from the Women's Health Initiative Insomnia Rating Scale. [Levine et al. (2003)](https://psycnet.apa.org/record/2003-06188-004) <br><br> Original question: *The next questions ask about your sleep habits. Please choose one of the answers for each of the following questions. Pick the answer that best describes how often you experienced the situation in the past 4 weeks. 5. Did you wake up several times a night?* <br><br> [Search for all WHIIRS variables within this dataset](https://sleepdata.org/datasets/mesa/variables?search=whiirs),choices,"",freq4weeks,insomnia;whiirs;whiirs_2freqwake;SleepHealth_insomnia,"","",mesa_sleep_questionnaire
Sleep Questionnaires/Sleep Disturbance or Insomnia/Women's Health Initiative Insomnia Rating Scale (WHIIRS),whiirs5c,Women's Health Initiative Insomnia Rating Scale: Total score,Calculated - The Women's Health Initiative Insomnia Rating Scale (WHIIRS) has 5 items. Each item is scored on a 5 point scale (from 0-4). The total score is the sum of all five items ranging from 0 to 20. Higher score indicates more severe insomnia. A score of 9 or higher is considered clinically significant insomnia. [Levine et al.(2003)](https://psycnet.apa.org/record/2003-06188-004) <br><br> [Search for all WHIIRS variables within this dataset](https://sleepdata.org/datasets/mesa/variables?search=whiirs),integer,"","",insomnia;whiirs;whiirs_score,"",true,mesa_sleep_questionnaire
Sleep Questionnaires/Sleep Disturbance or Insomnia,irritable5,Frequency of irritability due to sleep difficulties in the last 4 weeks,Original question: *The next questions ask about your sleep habits. Please choose one of the answers for each of the following questions. Pick the answer that best describes how often you experienced the situation in the past 4 weeks. 9. Did you have sleep difficulties that made you very irritable?*,choices,"",freq4weeks,sleep_related_impairment,"","",mesa_sleep_questionnaire
Sleep Questionnaires/Sleep Disturbance or Insomnia,slpngpills5,Frequency of taking sleeping pills to help with sleep in the last 4 weeks,Original question: *The next questions ask about your sleep habits. Please choose one of the answers for each of the following questions. Pick the answer that best describes how often you experienced the situation in the past 4 weeks. 8. Did you take sleeping pills to help you sleep?*,choices,"",freq4weeks,insomnia;nhanes_17meds;SleepHealth_medication,"","",mesa_sleep_questionnaire
Sleep Questionnaires/Sleep Habits,bedtmwkday5c,Self-reported start time of the in-bed period on weekdays in 24-hour format,Conventionally this variable would be called time to bed.<br><br>Original question: *1. What time do you usually go to bed? a. On weekdays or work or school days?*,time,hh:mm:ss,"",sleep_timing;begtimbd_w5_f3;SleepHealth_timing,"","",mesa_sleep_questionnaire
Sleep Questionnaires/Sleep Habits,bedtmwkend5c,Self-reported start time of the in-bed period on weekends in 24-hour format,"Conventionally this variable would be called time to bed.<br><br>Original question: *1. What time do you usually go to bed? b. On weekends, or days off?*",time,hh:mm:ss,"",sleep_timing;begtimbd_w2_f3;SleepHealth_timing,"","",mesa_sleep_questionnaire
Sleep Questionnaires/Sleep Habits,nap5,Typical number of naps in a usual week from survey questionnaires,"Original question: *3. During a usual week, how many times do you nap for 5 minutes or more?*",integer,number of events,"",ttlnumnp_in_w7_f3,"","",mesa_sleep_questionnaire
Sleep Questionnaires/Sleep Habits,waketmwkday5c,Self-reported end time of the in-bed period on weekdays in 24-hour format from survey questionnaires,Conventionally this variable would be called wake time.<br><br>Original question: *2. What time do you usually wake up: a. On weekdays or work or school days?*,time,hh:mm:ss,"",sleep_timing;endtimbd_w5_f3;SleepHealth_timing,"","",mesa_sleep_questionnaire
